acc_train_epoch,acc_train_step,acc_val,epoch,loss_train_epoch,loss_train_step,loss_val,step,val_ge_mean
,0.00390625,,0,,5.620136737823486,,49,
,,0.003700000001117587,0,,,5.607690334320068,52,107.19000244140625
0.0038999998942017555,,,0,5.644376277923584,,,52,
,0.0013020833721384406,,1,,5.5492401123046875,,99,
,,0.004100000020116568,1,,,5.588290214538574,105,102.38999938964844
0.00494999997317791,,,1,5.5729217529296875,,,105,
,0.0052083334885537624,,2,,5.529224872589111,,149,
,,0.003599999938160181,2,,,5.585968971252441,158,124.43000030517578
0.0062500000931322575,,,2,5.538784503936768,,,158,
,0.009114583022892475,,3,,5.514223575592041,,199,
,,0.00419999985024333,3,,,5.585630416870117,211,100.38999938964844
0.00795000046491623,,,3,5.513291358947754,,,211,
,0.0078125,,4,,5.482114315032959,,249,
,,0.005100000184029341,4,,,5.592604637145996,264,69.06999969482422
0.010575000196695328,,,4,5.4860734939575195,,,264,
,0.015625,,5,,5.434902667999268,,299,
,,0.004699999932199717,5,,,5.604144096374512,317,43.939998626708984
0.01347499992698431,,,5,5.449705123901367,,,317,
,0.02473958395421505,,6,,5.397143840789795,,349,
,,0.004999999888241291,6,,,5.615065574645996,370,32.279998779296875
0.018300000578165054,,,6,5.406388282775879,,,370,
,0.0234375,,7,,5.334829330444336,,399,
,,0.0052999998442828655,7,,,5.627135276794434,423,9.619999885559082
0.02264999970793724,,,7,5.354257106781006,,,423,
,0.02213541604578495,,8,,5.333240985870361,,449,
,,0.004999999888241291,8,,,5.638498306274414,476,6.699999809265137
0.02877499908208847,,,8,5.298489093780518,,,476,
,0.0338541679084301,,9,,5.291055202484131,,499,
,,0.005400000140070915,9,,,5.650906562805176,529,4.559999942779541
0.03317499905824661,,,9,5.239614009857178,,,529,
,0.0416666679084301,,10,,5.155630588531494,,549,
,,0.004999999888241291,10,,,5.666233539581299,582,4.119999885559082
0.04112499952316284,,,10,5.178049564361572,,,582,
,0.0455729179084301,,11,,5.108678340911865,,599,
,,0.005400000140070915,11,,,5.686111927032471,635,1.3200000524520874
0.04712500050663948,,,11,5.1148834228515625,,,635,
,0.0703125,,12,,5.029514789581299,,649,
,,0.004999999888241291,12,,,5.711911678314209,688,1.4299999475479126
0.05412499979138374,,,12,5.046817779541016,,,688,
,0.0807291641831398,,13,,4.908609867095947,,699,
,,0.005900000222027302,13,,,5.737245559692383,741,1.409999966621399
0.06142500042915344,,,13,4.982109546661377,,,741,
,0.08203125,,14,,4.87798547744751,,749,
,,0.005499999970197678,14,,,5.767741680145264,794,0.9200000166893005
0.07032500207424164,,,14,4.913464546203613,,,794,
,0.0846354141831398,,15,,4.7712249755859375,,799,
,,0.005499999970197678,15,,,5.800849437713623,847,1.3300000429153442
0.07852499932050705,,,15,4.843989849090576,,,847,
,0.0911458358168602,,16,,4.7372260093688965,,849,
,0.0677083358168602,,16,,4.843081951141357,,899,
,,0.006000000052154064,16,,,5.842700004577637,900,1.5499999523162842
0.08624999970197678,,,16,4.7751145362854,,,900,
,0.0859375,,17,,4.746834754943848,,949,
,,0.00570000009611249,17,,,5.882240295410156,953,1.649999976158142
0.09565000236034393,,,17,4.704465866088867,,,953,
,0.09375,,18,,4.654443740844727,,999,
,,0.0052999998442828655,18,,,5.932173728942871,1006,1.350000023841858
0.10409999638795853,,,18,4.636210918426514,,,1006,
,0.1041666641831398,,19,,4.616683006286621,,1049,
,,0.005100000184029341,19,,,5.978753566741943,1059,1.3899999856948853
0.11372499912977219,,,19,4.564117908477783,,,1059,
,0.1380208283662796,,20,,4.515267372131348,,1099,
,,0.005499999970197678,20,,,6.031553268432617,1112,1.7899999618530273
0.12314999848604202,,,20,4.496774196624756,,,1112,
,0.12890625,,21,,4.408705711364746,,1149,
,,0.0052999998442828655,21,,,6.086337566375732,1165,2.140000104904175
0.13204999268054962,,,21,4.428597450256348,,,1165,
,0.1393229216337204,,22,,4.344354152679443,,1199,
,,0.00570000009611249,22,,,6.128321647644043,1218,1.6100000143051147
0.14047500491142273,,,22,4.3629560470581055,,,1218,
,0.12890625,,23,,4.381838321685791,,1249,
,,0.005499999970197678,23,,,6.197651386260986,1271,1.8200000524520874
0.14727500081062317,,,23,4.2972235679626465,,,1271,
,0.1328125,,24,,4.278903961181641,,1299,
,,0.004900000058114529,24,,,6.250111103057861,1324,1.8899999856948853
0.15927499532699585,,,24,4.2359299659729,,,1324,
,0.1393229216337204,,25,,4.1977128982543945,,1349,
,,0.0044999998062849045,25,,,6.308602809906006,1377,1.340000033378601
0.16699999570846558,,,25,4.173577308654785,,,1377,
,0.1692708283662796,,26,,4.103468418121338,,1399,
,,0.0052999998442828655,26,,,6.359194278717041,1430,1.2799999713897705
0.17499999701976776,,,26,4.1113810539245605,,,1430,
,0.1875,,27,,4.014371395111084,,1449,
,,0.005200000014156103,27,,,6.434874057769775,1483,3.4700000286102295
0.18344999849796295,,,27,4.053888320922852,,,1483,
,0.1848958283662796,,28,,3.9588377475738525,,1499,
,,0.005200000014156103,28,,,6.473443031311035,1536,1.190000057220459
0.19292500615119934,,,28,3.995526075363159,,,1536,
,0.22265625,,29,,3.816175699234009,,1549,
,,0.004399999976158142,29,,,6.542201995849609,1589,2.490000009536743
0.20184999704360962,,,29,3.9402894973754883,,,1589,
,0.23046875,,30,,3.7855985164642334,,1599,
,,0.004900000058114529,30,,,6.599397659301758,1642,1.2300000190734863
0.20787499845027924,,,30,3.8861234188079834,,,1642,
,0.24609375,,31,,3.781142234802246,,1649,
,,0.00430000014603138,31,,,6.654748439788818,1695,2.109999895095825
0.2159000039100647,,,31,3.8344244956970215,,,1695,
,0.2356770783662796,,32,,3.7680625915527344,,1699,
,,0.00419999985024333,32,,,6.724038124084473,1748,1.4600000381469727
0.22464999556541443,,,32,3.7848258018493652,,,1748,
,0.2356770783662796,,33,,3.5922536849975586,,1749,
,0.21875,,33,,3.8110015392303467,,1799,
,,0.00430000014603138,33,,,6.776294708251953,1801,2.7799999713897705
0.23055000603199005,,,33,3.7351109981536865,,,1801,
,0.23046875,,34,,3.764434576034546,,1849,
,,0.0038999998942017555,34,,,6.834939956665039,1854,2.6700000762939453
0.23899999260902405,,,34,3.687363624572754,,,1854,
,0.2018229216337204,,35,,3.802732229232788,,1899,
,,0.004699999932199717,35,,,6.90764856338501,1907,1.850000023841858
0.24792499840259552,,,35,3.638519048690796,,,1907,
,0.2317708283662796,,36,,3.707038640975952,,1949,
,,0.00430000014603138,36,,,6.957076549530029,1960,1.940000057220459
0.2536500096321106,,,36,3.595089912414551,,,1960,
,0.2473958283662796,,37,,3.531743288040161,,1999,
,,0.0044999998062849045,37,,,7.0206990242004395,2013,2.890000104904175
0.2593750059604645,,,37,3.549013614654541,,,2013,
,0.22265625,,38,,3.5484390258789062,,2049,
,,0.0044999998062849045,38,,,7.083503246307373,2066,3.0399999618530273
0.2658750116825104,,,38,3.509138345718384,,,2066,
,0.2864583432674408,,39,,3.3629493713378906,,2099,
,,0.004800000227987766,39,,,7.139185905456543,2119,3.5299999713897705
0.2719250023365021,,,39,3.467778444290161,,,2119,
,0.2799479067325592,,40,,3.4004595279693604,,2149,
,,0.00430000014603138,40,,,7.192754745483398,2172,3.859999895095825
0.28025001287460327,,,40,3.4261980056762695,,,2172,
,0.2903645932674408,,41,,3.34079909324646,,2199,
,,0.003800000064074993,41,,,7.2401227951049805,2225,1.9700000286102295
0.2879500091075897,,,41,3.38835072517395,,,2225,
,0.2734375,,42,,3.4311535358428955,,2249,
,,0.00419999985024333,42,,,7.305701732635498,2278,2.759999990463257
0.2926500141620636,,,42,3.3507609367370605,,,2278,
,0.2825520932674408,,43,,3.390943765640259,,2299,
,,0.0044999998062849045,43,,,7.351627349853516,2331,1.2000000476837158
0.3001750111579895,,,43,3.31111478805542,,,2331,
,0.3177083432674408,,44,,3.125237226486206,,2349,
,,0.004699999932199717,44,,,7.432007789611816,2384,2.2200000286102295
0.3059749901294708,,,44,3.2739500999450684,,,2384,
,0.3098958432674408,,45,,3.228426694869995,,2399,
,,0.00419999985024333,45,,,7.481086730957031,2437,2.6700000762939453
0.31322500109672546,,,45,3.2369980812072754,,,2437,
,0.33203125,,46,,3.168539047241211,,2449,
,,0.004100000020116568,46,,,7.526722431182861,2490,2.130000114440918
0.3173750042915344,,,46,3.2053122520446777,,,2490,
,0.3307291567325592,,47,,3.0529985427856445,,2499,
,,0.004900000058114529,47,,,7.601267337799072,2543,3.450000047683716
0.32602500915527344,,,47,3.1702024936676025,,,2543,
,0.3684895932674408,,48,,2.923632860183716,,2549,
,,0.004399999976158142,48,,,7.641358375549316,2596,3.6500000953674316
0.32872501015663147,,,48,3.139065980911255,,,2596,
,0.3385416567325592,,49,,2.973790407180786,,2599,
,0.296875,,49,,3.1184747219085693,,2649,
,,0.00430000014603138,49,,,7.7154107093811035,2649,6.010000228881836
0.3339749872684479,,,49,3.100914478302002,,,2649,
,0.28125,,50,,3.2862203121185303,,2699,
,,0.00430000014603138,50,,,7.7743072509765625,2702,3.4200000762939453
0.34392499923706055,,,50,3.071441650390625,,,2702,
,0.34765625,,51,,3.0557260513305664,,2749,
,,0.00419999985024333,51,,,7.830578327178955,2755,3.069999933242798
0.34757500886917114,,,51,3.044349431991577,,,2755,
,0.3151041567325592,,52,,3.1728763580322266,,2799,
,,0.004399999976158142,52,,,7.8744797706604,2808,3.5299999713897705
0.3547250032424927,,,52,3.0074501037597656,,,2808,
,0.3268229067325592,,53,,3.141530752182007,,2849,
,,0.004100000020116568,53,,,7.936611652374268,2861,2.890000104904175
0.36160001158714294,,,53,2.9793107509613037,,,2861,
,0.31640625,,54,,3.0771706104278564,,2899,
,,0.003700000001117587,54,,,7.994287490844727,2914,2.3299999237060547
0.3639500141143799,,,54,2.9518508911132812,,,2914,
,0.3359375,,55,,2.9598262310028076,,2949,
,,0.0038999998942017555,55,,,8.034966468811035,2967,3.5299999713897705
0.3701249957084656,,,55,2.920849084854126,,,2967,
,0.3645833432674408,,56,,2.8935739994049072,,2999,
,,0.00419999985024333,56,,,8.111431121826172,3020,3.069999933242798
0.37709999084472656,,,56,2.889829397201538,,,3020,
,0.3815104067325592,,57,,2.87776255607605,,3049,
,,0.00419999985024333,57,,,8.169824600219727,3073,5.179999828338623
0.3841249942779541,,,57,2.8640217781066895,,,3073,
,0.3723958432674408,,58,,2.8873770236968994,,3099,
,,0.0038999998942017555,58,,,8.2267427444458,3126,3.559999942779541
0.38817501068115234,,,58,2.840223550796509,,,3126,
,0.3776041567325592,,59,,2.8297669887542725,,3149,
,,0.00430000014603138,59,,,8.267521858215332,3179,3.5899999141693115
0.3931249976158142,,,59,2.8133533000946045,,,3179,
,0.421875,,60,,2.673743486404419,,3199,
,,0.005200000014156103,60,,,8.319031715393066,3232,2.690000057220459
0.3996250033378601,,,60,2.783992290496826,,,3232,
,0.4348958432674408,,61,,2.571201801300049,,3249,
,,0.004900000058114529,61,,,8.385415077209473,3285,4.190000057220459
0.40560001134872437,,,61,2.7557077407836914,,,3285,
,0.4283854067325592,,62,,2.647623300552368,,3299,
,,0.00430000014603138,62,,,8.448311805725098,3338,3.819999933242798
0.40837499499320984,,,62,2.7331888675689697,,,3338,
,0.4440104067325592,,63,,2.609130859375,,3349,
,,0.00419999985024333,63,,,8.487214088439941,3391,3.630000114440918
0.4136500060558319,,,63,2.711514711380005,,,3391,
,0.4674479067325592,,64,,2.5284483432769775,,3399,
,,0.0038999998942017555,64,,,8.547447204589844,3444,3.869999885559082
0.4198249876499176,,,64,2.6857926845550537,,,3444,
,0.4609375,,65,,2.6161158084869385,,3449,
,,0.004900000058114529,65,,,8.601451873779297,3497,4.090000152587891
0.4254249930381775,,,65,2.6557912826538086,,,3497,
,0.4778645932674408,,66,,2.463397741317749,,3499,
,0.4049479067325592,,66,,2.6727218627929688,,3549,
,,0.0044999998062849045,66,,,8.67004108428955,3550,4.730000019073486
0.430774986743927,,,66,2.6310999393463135,,,3550,
,0.41015625,,67,,2.641610622406006,,3599,
,,0.0044999998062849045,67,,,8.723467826843262,3603,4.489999771118164
0.4319249987602234,,,67,2.613154888153076,,,3603,
,0.4361979067325592,,68,,2.6575353145599365,,3649,
,,0.004800000227987766,68,,,8.76191234588623,3656,4.329999923706055
0.43872499465942383,,,68,2.589658498764038,,,3656,
,0.4205729067325592,,69,,2.648303747177124,,3699,
,,0.004000000189989805,69,,,8.831250190734863,3709,5.170000076293945
0.44190001487731934,,,69,2.5665369033813477,,,3709,
,0.4388020932674408,,70,,2.5688178539276123,,3749,
,,0.0044999998062849045,70,,,8.885740280151367,3762,4.389999866485596
0.44795000553131104,,,70,2.542685031890869,,,3762,
,0.4244791567325592,,71,,2.5997254848480225,,3799,
,,0.004699999932199717,71,,,8.92575740814209,3815,2.940000057220459
0.44955000281333923,,,71,2.526658535003662,,,3815,
,0.4557291567325592,,72,,2.497896432876587,,3849,
,,0.0038999998942017555,72,,,8.989495277404785,3868,6.409999847412109
0.45809999108314514,,,72,2.4997196197509766,,,3868,
,0.4830729067325592,,73,,2.5662248134613037,,3899,
,,0.004600000102072954,73,,,9.051665306091309,3921,5.360000133514404
0.4618000090122223,,,73,2.4771506786346436,,,3921,
,0.45703125,,74,,2.497051954269409,,3949,
,,0.004600000102072954,74,,,9.11454963684082,3974,5.090000152587891
0.46434998512268066,,,74,2.461486577987671,,,3974,
,0.4895833432674408,,75,,2.343003034591675,,3999,
,,0.004800000227987766,75,,,9.167706489562988,4027,5.25
0.46915000677108765,,,75,2.4390950202941895,,,4027,
,0.4635416567325592,,76,,2.4235308170318604,,4049,
,,0.004399999976158142,76,,,9.229454040527344,4080,6.039999961853027
0.47269999980926514,,,76,2.423417568206787,,,4080,
,0.48828125,,77,,2.343228340148926,,4099,
,,0.0044999998062849045,77,,,9.263989448547363,4133,3.390000104904175
0.4777500033378601,,,77,2.4004104137420654,,,4133,
,0.4752604067325592,,78,,2.4387295246124268,,4149,
,,0.004699999932199717,78,,,9.313897132873535,4186,5.630000114440918
0.48217499256134033,,,78,2.3789262771606445,,,4186,
,0.4765625,,79,,2.420943021774292,,4199,
,,0.004999999888241291,79,,,9.391294479370117,4239,4.940000057220459
0.4890249967575073,,,79,2.3525049686431885,,,4239,
,0.55078125,,80,,2.130134105682373,,4249,
,,0.004900000058114529,80,,,9.452856063842773,4292,4.789999961853027
0.48980000615119934,,,80,2.3363754749298096,,,4292,
,0.5013020634651184,,81,,2.3212342262268066,,4299,
,,0.004900000058114529,81,,,9.485261917114258,4345,6.429999828338623
0.4941999912261963,,,81,2.3176558017730713,,,4345,
,0.5364583134651184,,82,,2.1817831993103027,,4349,
,,0.006000000052154064,82,,,9.570456504821777,4398,4.539999961853027
0.49867498874664307,,,82,2.2961127758026123,,,4398,
,0.5598958134651184,,83,,2.0972893238067627,,4399,
,0.4505208432674408,,83,,2.465834379196167,,4449,
,,0.004900000058114529,83,,,9.5953950881958,4451,4.730000019073486
0.5051500201225281,,,83,2.2813236713409424,,,4451,
,0.4544270932674408,,84,,2.3794772624969482,,4499,
,,0.004699999932199717,84,,,9.672411918640137,4504,5.440000057220459
0.5059999823570251,,,84,2.2657337188720703,,,4504,
,0.5065104365348816,,85,,2.2077674865722656,,4549,
,,0.004800000227987766,85,,,9.725930213928223,4557,3.640000104904175
0.5098749995231628,,,85,2.250791072845459,,,4557,
,0.4713541567325592,,86,,2.3149940967559814,,4599,
,,0.004600000102072954,86,,,9.777656555175781,4610,5.78000020980835
0.5154749751091003,,,86,2.2259023189544678,,,4610,
,0.51953125,,87,,2.308634042739868,,4649,
,,0.004800000227987766,87,,,9.854024887084961,4663,4.550000190734863
0.5202000141143799,,,87,2.2084569931030273,,,4663,
,0.5052083134651184,,88,,2.3003921508789062,,4699,
,,0.004800000227987766,88,,,9.895081520080566,4716,4.900000095367432
0.5220999717712402,,,88,2.1904311180114746,,,4716,
,0.52734375,,89,,2.135707139968872,,4749,
,,0.004800000227987766,89,,,9.94265079498291,4769,5.820000171661377
0.5256749987602234,,,89,2.173665761947632,,,4769,
,0.5651041865348816,,90,,2.073274850845337,,4799,
,,0.004100000020116568,90,,,9.985055923461914,4822,3.700000047683716
0.531374990940094,,,90,2.1558802127838135,,,4822,
,0.5143229365348816,,91,,2.2182633876800537,,4849,
,,0.004399999976158142,91,,,10.072525978088379,4875,4.71999979019165
0.5325250029563904,,,91,2.142608404159546,,,4875,
,0.5455729365348816,,92,,2.251009225845337,,4899,
,,0.00430000014603138,92,,,10.120826721191406,4928,4.110000133514404
0.5413500070571899,,,92,2.1181743144989014,,,4928,
,0.5559895634651184,,93,,2.0336289405822754,,4949,
,,0.00419999985024333,93,,,10.188374519348145,4981,6.079999923706055
0.5406500101089478,,,93,2.110568046569824,,,4981,
,0.53515625,,94,,2.1844117641448975,,4999,
,,0.004999999888241291,94,,,10.225821495056152,5034,5.460000038146973
0.5450999736785889,,,94,2.0914671421051025,,,5034,
,0.58203125,,95,,1.9984121322631836,,5049,
,,0.004699999932199717,95,,,10.30554485321045,5087,5.909999847412109
0.5486999750137329,,,95,2.0768024921417236,,,5087,
,0.6184895634651184,,96,,1.8369431495666504,,5099,
,,0.004600000102072954,96,,,10.336211204528809,5140,5.110000133514404
0.5526999831199646,,,96,2.059929132461548,,,5140,
,0.5638020634651184,,97,,1.9970898628234863,,5149,
,,0.004699999932199717,97,,,10.397541046142578,5193,4.519999980926514
0.5580999851226807,,,97,2.04030442237854,,,5193,
,0.6171875,,98,,1.9673547744750977,,5199,
,,0.00419999985024333,98,,,10.501019477844238,5246,3.5999999046325684
0.5640249848365784,,,98,2.0197954177856445,,,5246,
,0.6184895634651184,,99,,1.8801798820495605,,5249,
,0.484375,,99,,2.2454257011413574,,5299,
,,0.00430000014603138,99,,,10.558990478515625,5299,5.340000152587891
0.5672000050544739,,,99,2.005709648132324,,,5299,
